0,8191
1,124
2,125
3,126
4,126
5,127
6,127
7,126
8,124
9,127
10,122
11,124
12,126
13,126
14,125
15,126
16,124
17,125
18,125
19,127
20,129
21,124
22,126
23,127
24,126
25,128
26,126
27,126
28,124
29,127
30,124
31,125
32,123
33,129
34,128
35,127
36,126
37,124
38,126
39,125
40,127
41,126
42,127
43,126
44,125
45,126
46,123
47,127
48,127
49,127
50,128
51,128
52,123
53,126
54,127
55,126
56,127
57,126
58,128
59,129
60,128
61,124
62,127
63,128
64,124
65,126
66,124
67,130
68,126
69,127
70,125
71,126
72,128
73,125
74,125
75,126
76,126
77,128
78,128
79,127
80,125
81,128
82,127
83,129
84,126
85,127
86,125
87,126
88,127
89,126
90,128
91,125
92,125
93,128
94,126
95,125
96,129
97,125
98,123
99,125
100,128
101,125
102,127
103,127
104,126
105,125
106,125
107,126
108,129
109,128
110,125
111,128
112,125
113,125
114,127
115,129
116,129
117,130
118,124
119,126
120,124
121,127
122,126
123,128
124,130
125,126
126,127
127,128
128,126
129,125
130,125
131,125
132,126
133,124
134,127
135,125
136,127
137,126
138,125
139,127
140,126
141,126
142,128
143,130
144,128
145,129
146,128
147,126
148,128
149,125
150,125
151,126
152,128
153,125
154,127
155,124
156,127
157,127
158,125
159,128
160,125
161,127
162,126
163,127
164,129
165,128
166,127
167,128
168,126
169,124
170,128
171,128
172,129
173,124
174,126
175,129
176,125
177,127
178,125
179,127
180,128
181,126
182,125
183,127
184,127
185,127
186,125
187,128
188,130
189,128
190,127
191,128
192,127
193,127
194,125
195,129
196,123
197,129
198,126
199,124
200,127
201,127
202,127
203,126
204,127
205,128
206,130
207,124
208,127
209,126
210,129
211,123
212,128
213,129
214,126
215,129
216,125
217,126
218,125
219,125
220,126
221,127
222,128
223,125
224,127
225,126
226,127
227,126
228,126
229,126
230,127
231,129
232,124
233,127
234,124
235,128
236,129
237,127
238,127
239,125
240,125
241,127
242,128
243,125
244,128
245,128
246,127
247,129
248,130
249,128
250,130
251,127
252,127
253,126
254,129
255,127
256,127
257,125
258,126
259,126
260,128
261,128
262,127
263,128
264,129
265,124
266,128
267,129
268,126
269,129
270,128
271,126
272,129
273,128
274,129
275,129
276,127
277,129
278,129
279,128
280,128
281,128
282,124
283,125
284,126
285,125
286,128
287,127
288,127
289,128
290,129
291,126
292,127
293,129
294,126
295,130
296,126
297,131
298,128
299,126
300,129
301,128
302,129
303,128
304,129
305,127
306,126
307,129
308,127
309,128
310,128
311,127
312,126
313,129
314,128
315,125
316,129
317,127
318,127
319,127
320,127
321,128
322,130
323,128
324,126
325,126
326,129
327,127
328,127
329,131
330,129
331,126
332,126
333,127
334,126
335,127
336,128
337,129
338,129
339,127
340,124
341,127
342,127
343,128
344,129
345,128
346,128
347,125
348,130
349,129
350,128
351,128
352,129
353,131
354,125
355,124
356,126
357,126
358,125
359,126
360,128
361,126
362,127
363,127
364,129
365,128
366,128
367,127
368,127
369,128
370,129
371,127
372,127
373,128
374,128
375,129
376,124
377,128
378,126
379,126
380,130
381,129
382,128
383,128
384,129
385,129
386,124
387,128
388,127
389,126
390,129
391,127
392,127
393,128
394,124
395,129
396,126
397,127
398,128
399,129
400,129
401,127
402,129
403,129
404,128
405,127
406,130
407,124
408,127
409,127
410,129
411,127
412,126
413,123
414,126
415,124
416,128
417,129
418,127
419,128
420,128
421,126
422,128
423,128
424,128
425,130
426,127
427,128
428,129
429,129
430,127
431,127
432,126
433,128
434,124
435,127
436,127
437,127
438,127
439,127
440,126
441,127
442,128
443,126
444,127
445,129
446,127
447,126
448,128
449,129
450,127
451,127
452,130
453,127
454,127
455,125
456,128
457,129
458,126
459,126
460,130
461,124
462,125
463,131
464,128
465,128
466,129
467,127
468,126
469,127
470,129
471,127
472,130
473,126
474,127
475,127
476,126
477,128
478,127
479,131
480,128
481,128
482,128
483,128
484,125
485,128
486,126
487,128
488,128
489,127
490,126
491,126
492,127
493,127
494,130
495,126
496,127
497,127
498,127
499,128
500,128
501,124
502,128
503,127
504,126
505,129
506,128
507,128
