0.0,11.25,22.5,33.75,45.0,56.25,67.5,78.75,90.0,101.25,112.5,123.75,135.0,146.25,157.5,168.75,180.0,191.25,202.5,213.75,225.0,236.25,247.5,258.75,270.0,281.25,292.5,303.75,315.0,326.25,337.5,348.75,shape
145,145,145,145,145,145,145,145,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,145,141,141,141,141,141,141,141,141,cylinder
141,145,145,145,145,145,145,145,148,148,148,148,148,149,148,148,149,148,148,145,145,145,145,145,141,141,142,141,141,141,141,141,cylinder
141,145,145,145,145,145,145,145,145,149,148,148,148,148,148,148,148,148,148,148,145,145,145,145,141,141,141,141,141,141,141,141,cylinder
145,145,145,145,145,145,145,149,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,145,141,141,141,141,141,141,141,141,cylinder
145,145,145,145,145,145,145,145,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,145,141,141,141,141,141,141,141,141,cylinder
145,145,145,145,145,145,148,145,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,141,141,141,141,141,141,142,141,141,cylinder
145,145,145,145,145,145,145,145,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,145,142,141,142,141,141,141,141,141,cylinder
141,145,145,145,145,145,145,145,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,145,141,141,141,141,141,141,141,141,cylinder
141,145,145,145,145,145,145,145,148,148,148,149,148,148,148,148,148,148,148,149,145,145,145,145,145,141,141,141,141,141,141,141,cylinder
145,145,145,145,149,145,148,145,148,149,148,148,148,148,148,148,148,148,148,148,145,145,145,145,141,142,141,141,141,141,141,141,cylinder
145,145,145,145,148,145,145,148,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,141,141,141,141,141,141,141,141,141,cylinder
141,145,145,145,145,145,145,145,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,145,141,141,141,141,141,141,141,141,cylinder
141,145,145,145,148,145,145,145,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,145,141,141,141,141,142,141,141,141,cylinder
141,145,145,145,145,145,145,145,149,149,148,148,148,149,148,148,148,148,148,148,145,145,145,145,145,141,141,141,141,141,141,141,cylinder
145,145,145,145,145,145,148,145,149,148,149,148,148,148,148,148,148,148,148,148,145,145,145,145,141,141,141,141,141,141,142,142,cylinder
141,145,145,145,145,145,145,145,148,148,148,148,149,148,148,148,148,148,148,148,145,145,145,145,145,141,141,141,141,141,141,141,cylinder
145,145,145,145,148,145,145,145,148,149,148,148,149,148,148,148,148,148,148,145,145,145,145,145,141,141,141,141,141,141,141,141,cylinder
145,145,145,145,145,145,145,145,148,148,148,149,148,148,148,148,148,148,148,148,145,145,145,141,142,142,141,141,142,141,141,141,cylinder
141,145,145,145,145,145,145,145,148,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,141,142,141,141,141,141,141,141,cylinder
141,145,145,145,145,145,145,145,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,145,141,141,141,141,141,141,141,141,cylinder
141,145,145,145,145,145,145,145,148,148,148,148,149,148,148,148,148,148,149,145,145,145,145,145,145,141,141,141,141,141,141,141,cylinder
145,145,145,145,145,145,145,145,148,148,148,148,148,148,148,148,148,148,145,145,145,145,145,145,141,141,142,141,141,141,141,142,cylinder
145,145,145,145,145,145,145,145,149,148,148,148,148,148,148,148,148,148,148,145,145,145,145,141,141,141,141,141,141,141,141,141,cylinder
145,145,145,145,145,145,148,148,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,145,145,141,141,142,141,141,141,141,cylinder
145,145,145,145,145,145,145,145,148,148,148,148,148,148,148,148,148,148,149,145,145,145,145,145,141,141,141,141,141,141,141,141,cylinder
145,145,145,145,145,145,145,145,148,148,148,148,148,148,148,148,148,148,148,148,145,145,145,141,141,141,141,142,141,141,141,142,cylinder
141,145,145,145,145,145,145,145,145,148,148,148,148,148,149,148,148,148,148,145,145,145,145,145,141,141,141,141,141,141,141,142,cylinder
145,145,145,145,145,145,148,145,148,148,148,148,148,148,148,148,149,148,148,145,145,145,145,145,145,141,141,141,141,141,141,141,cylinder
145,145,145,145,145,145,145,145,148,148,148,148,148,148,148,148,148,148,148,148,145,145,144,145,145,141,141,141,141,141,141,141,cylinder
145,145,145,145,145,145,145,145,148,148,148,148,148,148,148,148,149,148,148,145,145,145,145,145,145,141,141,141,141,141,141,141,cylinder
145,145,145,145,148,145,148,145,148,149,148,148,148,148,148,148,148,148,148,145,145,145,145,145,145,141,141,141,141,141,141,141,cylinder
141,145,145,145,145,145,149,145,148,148,149,148,148,148,148,148,149,148,148,145,145,145,145,145,141,141,141,141,141,141,141,142,cylinder
145,145,145,145,149,145,148,148,148,148,148,148,148,148,148,149,148,148,148,148,145,145,145,145,141,141,141,141,141,141,141,141,cylinder
141,145,145,145,145,145,145,145,149,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,145,141,141,141,141,142,141,141,cylinder
145,145,145,145,145,145,145,148,145,149,148,149,148,148,149,149,148,148,148,145,145,145,145,145,141,141,141,141,141,141,141,141,cylinder
145,145,145,145,145,145,145,148,148,148,148,148,149,149,148,148,148,148,148,148,145,145,145,145,145,141,141,141,141,141,141,141,cylinder
145,145,145,145,145,145,145,145,148,148,148,148,148,148,149,149,148,148,148,145,145,145,145,145,145,141,141,141,141,141,142,141,cylinder
145,145,145,145,148,145,148,145,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,145,141,142,141,141,141,141,141,141,cylinder
145,145,145,145,145,145,145,145,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,145,145,141,141,141,141,141,141,141,cylinder
141,145,145,145,145,145,145,145,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,145,141,141,142,141,141,141,141,141,cylinder
141,145,145,145,145,145,145,145,145,148,148,148,148,148,148,148,148,148,149,145,145,145,145,145,145,141,141,141,141,141,141,141,cylinder
141,145,145,145,145,145,145,145,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,145,141,141,141,141,141,141,141,141,cylinder
141,145,145,145,145,145,145,148,148,148,148,149,148,148,149,148,148,148,149,145,145,145,145,145,141,141,141,142,141,141,141,141,cylinder
145,145,145,145,145,145,145,145,148,148,148,148,148,148,149,148,148,148,148,145,145,145,145,145,141,141,141,141,141,141,141,142,cylinder
145,145,145,145,145,145,148,145,148,148,148,148,148,148,148,148,148,148,148,148,145,145,145,145,141,141,141,141,141,141,141,141,cylinder
145,145,145,145,145,145,145,145,148,148,148,148,148,149,148,148,148,148,148,145,145,145,145,145,141,141,141,141,142,141,141,141,cylinder
145,145,145,145,145,145,145,145,148,148,148,148,148,149,148,148,148,148,148,148,145,145,145,145,141,141,141,141,141,141,141,141,cylinder
145,145,145,145,145,145,145,145,148,148,149,148,148,148,148,148,148,149,148,148,145,145,145,145,145,141,141,141,141,141,141,141,cylinder
188,162,188,191,213,141,135,145,162,200,188,188,201,188,162,201,138,138,213,213,226,188,188,201,201,159,141,145,138,201,175,188,prisma
201,188,226,607,226,138,138,213,201,204,191,188,188,201,162,165,138,138,159,204,200,188,188,201,188,201,138,145,141,201,201,201,prisma
201,201,226,162,162,138,138,213,226,201,201,200,200,213,141,141,134,141,159,200,188,200,188,201,200,213,152,148,141,141,213,201,prisma
187,188,414,175,145,134,141,201,204,188,201,201,201,213,159,138,134,162,141,226,200,201,201,213,141,162,152,152,191,201,200,188,prisma
175,188,191,213,141,134,145,162,201,188,188,188,188,187,201,138,138,213,213,226,187,200,201,200,159,141,145,138,213,188,188,188,prisma
188,214,440,226,138,138,213,201,213,201,188,188,188,162,162,134,138,226,204,201,188,188,201,188,201,141,145,141,188,201,188,201,prisma
200,419,162,178,138,138,213,204,201,191,201,201,213,141,141,134,141,159,213,188,200,188,201,201,213,138,148,141,141,213,201,201,prisma
201,414,162,145,134,141,201,204,188,201,200,201,213,159,138,134,162,141,213,201,201,201,201,141,162,148,152,191,201,201,188,188,prisma
188,191,213,141,134,145,162,204,188,188,188,188,162,201,138,138,213,201,226,188,200,201,201,159,141,145,138,201,188,188,187,175,prisma
213,607,226,138,138,226,204,213,201,188,188,201,162,162,138,138,255,204,201,188,188,201,188,201,141,145,141,188,201,201,188,188,prisma
