0.0,11.25,22.5,33.75,45.0,56.25,67.5,78.75,90.0,101.25,112.5,123.75,135.0,146.25,157.5,168.75,180.0,191.25,202.5,213.75,225.0,236.25,247.5,258.75,270.0,281.25,292.5,303.75,315.0,326.25,337.5,348.75,shape,position,sensor_rotation,angle
145.0,231.3333,96.0,110.0,124.0,335.6667,192.3333,175.0,587.0,99.0,99.66666,99.33334,99.0,99.66666,546.3333,394.0,188.0,113.0,96.0,96.0,113.0,145.0,188.0,197.6667,122.6667,125.0,110.0,103.0,99.33334,581.6667,141.0,162.0,cube,6,0,11.25
120.0,124.0,110.0,96.0,504.0,145.0,238.0,162.0,510.6667,113.0,99.33334,106.0,145.0,188.0,201.0,230.0,196.6667,127.6667,96.0,96.0,99.66666,192.3333,188.0,188.0,99.33334,99.0,103.0,106.3333,120.0,2242.0,141.0,162.0,cube,6,0,11.25
99.33334,99.0,110.0,99.0,450.0,188.0,188.0,431.0,145.0,126.6667,96.0,110.0,178.0,188.0,201.0,201.0,99.0,103.0,96.0,103.0,99.0,217.0,188.0,145.0,99.33334,99.33334,99.66666,110.0,124.0,201.0,141.6667,188.0,cube,6,0,11.25
613.6667,99.0,110.0,99.0,120.0,186.6667,175.0,625.0,120.0,106.3333,99.0,96.0,229.0,181.3333,394.0,201.0,99.0,99.0,96.0,125.0,2242.0,204.0,184.6667,145.0,569.0,96.0,99.0,96.0,144.6667,162.0,238.0,145.0,cube,6,0,11.25
364.0,96.0,110.0,124.0,335.6667,188.0,175.0,583.0,99.33334,99.33334,99.33334,99.33334,99.0,518.3333,394.0,188.0,113.0,96.0,96.0,113.0,145.0,188.0,192.3333,124.0,124.0,110.0,103.0,99.0,583.0,141.3333,162.0,145.0,cube,6,0,11.25
124.0,110.0,96.0,504.0,145.0,238.0,162.0,507.6667,113.6667,99.0,106.3333,156.0,192.3333,201.0,217.3333,188.0,127.3333,96.0,96.0,99.0,192.3333,192.3333,188.0,99.33334,99.33334,103.0,106.6667,120.0,2241.667,141.0,162.0,120.0,cube,6,0,11.25
99.66666,110.0,99.33334,458.3333,188.0,192.3333,431.0,145.0,128.0,96.0,110.0,165.0,188.0,201.0,201.0,99.33334,103.0,96.0,103.0,99.33334,225.0,188.0,145.0,99.0,99.33334,99.33334,110.0,124.0,201.0,141.0,188.0,99.0,cube,6,0,11.25
99.0,110.0,99.0,120.0,186.6667,175.0,590.3333,120.0,106.6667,99.0,96.0,229.0,181.3333,394.0,201.0,99.0,99.33334,96.0,124.0,1633.0,208.3333,167.3333,145.0,569.0,96.0,99.0,96.0,145.0,141.0,188.0,145.0,615.3333,cube,6,0,11.25
96.0,110.0,124.0,191.0,188.0,175.0,599.6667,99.33334,99.66666,99.0,99.33334,128.6667,518.6667,394.0,188.0,113.0,96.0,96.0,113.0,145.0,188.0,192.3333,122.6667,124.0,110.0,103.0,99.0,577.3333,141.3333,162.0,145.0,364.0,cube,6,0,11.25
110.0,96.0,504.0,145.0,240.6667,166.3333,436.0,113.0,99.0,106.0,138.0,196.6667,201.0,221.6667,196.6667,127.6667,96.0,96.0,99.0,196.6667,192.3333,192.3333,99.33334,99.66666,103.0,107.0,120.0,2242.333,141.3333,162.0,120.0,124.0,cube,6,0,11.25
110.0,99.66666,368.0,189.0,188.0,430.6667,145.0,127.6667,96.0,110.0,165.0,188.0,201.0,201.0,99.0,103.0,96.0,103.0,99.0,221.0,188.0,145.0,99.66666,99.0,99.0,110.0,124.0,201.0,141.0,188.0,99.0,99.0,cube,6,0,11.25
110.0,124.0,191.0,192.3333,179.3333,580.3333,99.0,99.33334,99.0,99.0,99.33334,515.3333,393.3333,188.0,113.3333,96.0,96.0,113.3333,145.0,188.0,197.6667,124.0,126.0,110.0,103.0,99.33334,580.0,141.0,162.0,145.0,364.0,96.0,cube,6,0,11.25
96.0,504.0,145.0,238.0,166.3333,507.6667,113.0,99.33334,106.0,145.0,188.0,201.0,221.6667,196.6667,128.0,96.0,96.0,99.0,188.0,187.6667,188.0,99.0,99.0,103.0,106.6667,120.0,2242.0,141.0,162.0,120.0,124.0,110.0,cube,6,0,11.25
99.0,382.0,188.0,188.0,431.0,145.0,127.6667,96.0,110.0,169.3333,188.0,201.0,201.0,99.0,103.0,96.0,103.0,99.0,208.3333,188.0,145.0,99.0,99.0,99.0,110.0,124.0,192.3333,141.0,188.0,99.33334,99.33334,110.0,cube,6,0,11.25
99.0,120.0,191.0,175.0,713.0,120.0,106.0,97.0,96.0,229.0,178.0,394.0,370.3333,99.0,99.33334,96.0,127.3333,2242.333,204.0,182.3333,145.0,1648.667,96.0,99.0,102.0,145.0,162.0,229.0,145.0,676.6667,99.33334,110.0,cube,6,0,11.25
124.0,191.0,201.0,188.0,1634.0,99.0,99.0,99.0,99.33334,99.0,2243.333,392.3333,188.0,113.3333,96.0,96.0,113.3333,145.0,188.0,193.3333,124.0,127.0,110.0,103.0,99.33334,2242.667,141.3333,162.0,145.0,165.0,96.0,110.0,cube,6,0,11.25
2243.0,145.0,238.0,162.0,693.0,113.0,99.33334,106.3333,145.0,192.3333,201.0,221.6667,196.6667,127.6667,96.0,96.0,99.66666,188.0,188.0,188.0,99.0,99.0,103.0,106.3333,120.0,2242.0,141.3333,162.0,120.0,124.0,110.0,96.0,cube,6,0,11.25
389.0,188.0,188.0,431.0,145.0,127.3333,96.0,110.0,165.0,188.0,201.0,201.0,99.33334,103.0,96.0,103.0,99.33334,212.6667,188.0,145.0,99.66666,100.0,99.66666,110.0,124.0,200.6667,141.3333,188.0,99.33334,99.33334,110.0,99.0,cube,6,0,11.25
120.0,178.0,175.0,701.3333,120.0,106.3333,99.0,96.0,238.6667,178.0,412.6667,201.0,99.33334,99.33334,96.0,128.0,2241.667,204.0,181.3333,145.0,704.0,96.0,99.33334,96.0,145.0,162.0,229.0,145.0,707.0,99.0,110.0,99.33334,cube,6,0,11.25
199.6667,201.0,188.0,2241.333,99.0,99.0,99.33334,99.0,138.3333,1495.333,389.0,188.0,113.0,96.0,96.0,107.3333,145.0,188.0,202.0,124.0,124.0,110.0,103.0,99.0,2242.0,141.6667,162.0,145.0,363.6667,96.0,110.0,124.0,cube,6,0,11.25
188.0,188.0,431.0,145.0,128.0,96.0,110.0,165.0,188.0,201.0,201.0,99.0,103.0,96.0,103.0,99.0,212.6667,188.0,145.0,99.33334,99.33334,99.33334,110.0,124.0,201.0,141.0,188.0,99.33334,99.0,110.0,99.33334,375.0,cube,6,0,11.25
178.0,175.0,1626.667,120.0,106.3333,99.33334,97.33334,322.0,178.0,401.0,201.0,99.0,99.0,96.0,127.6667,2239.0,204.0,181.3333,145.0,646.3333,96.0,99.33334,96.0,145.0,162.0,229.0,145.0,1620.667,99.33334,110.0,99.33334,120.0,cube,6,0,11.25
201.0,179.3333,1263.0,99.0,99.33334,99.33334,99.33334,99.0,2242.333,392.3333,188.0,113.0,96.0,96.0,113.3333,145.0,188.0,188.0,122.6667,125.0,110.0,103.0,99.0,2241.333,141.0,162.0,145.0,364.0,96.0,110.0,124.0,191.0,cube,6,0,11.25
238.0,162.0,2242.0,113.0,99.0,106.0,145.0,188.0,201.0,217.6667,196.6667,127.6667,96.0,96.0,99.0,188.0,188.0,188.0,99.0,99.33334,103.0,106.3333,120.0,2242.333,141.0,162.0,120.0,124.0,110.0,96.0,2242.0,145.0,cube,6,0,11.25
188.0,431.0,145.0,127.0,96.0,110.0,165.0,188.0,201.0,201.0,99.33334,103.0,96.0,103.0,99.66666,212.6667,188.0,145.0,99.66666,99.33334,99.0,110.0,124.0,201.0,141.0,188.0,99.33334,100.0,110.0,99.33334,382.0,188.0,cube,6,0,11.25
175.0,2242.0,120.0,106.3333,99.0,96.0,229.0,178.0,394.0,200.6667,99.0,99.0,96.0,126.3333,2242.0,208.3333,181.3333,145.0,705.3333,96.0,99.0,96.0,145.0,162.0,232.0,145.0,1315.0,99.66666,110.0,99.33334,120.0,178.0,cube,6,0,11.25
183.6667,2241.333,99.0,99.0,99.33334,99.33334,134.3333,2241.0,392.3333,188.0,113.0,96.0,96.0,113.0,145.0,188.0,197.6667,124.0,127.0,110.0,103.0,99.33334,2242.0,141.0,162.0,145.0,363.6667,96.0,110.0,124.0,191.0,192.0,cube,6,0,11.25
162.0,1643.667,113.6667,99.0,106.0,145.0,188.0,201.0,221.6667,201.0,127.6667,96.0,96.0,99.33334,188.0,188.0,193.3333,99.0,99.0,103.0,106.3333,120.0,370.0,141.6667,162.0,120.0,124.0,110.0,96.0,2241.333,145.0,235.0,cube,6,0,11.25
430.6667,145.0,127.6667,96.0,110.0,165.0,188.0,201.0,201.0,100.0,103.0,96.0,103.0,99.0,204.0,188.0,145.0,99.0,99.0,99.33334,110.0,124.0,201.0,141.0,188.0,99.0,99.0,110.0,99.0,392.3333,190.0,192.3333,cube,6,0,11.25
2243.0,99.0,99.0,99.0,99.0,99.0,235.6667,393.6667,188.0,113.0,96.0,96.0,113.0,145.0,188.0,188.0,124.0,126.3333,110.0,103.0,99.33334,2242.333,141.3333,162.0,145.0,364.0,96.0,110.0,124.0,191.0,192.3333,183.6667,cube,6,0,11.25
2242.333,113.0,99.0,106.3333,138.0,192.0,201.0,229.6667,188.0,127.6667,96.0,96.0,99.0,192.3333,196.6667,188.0,99.33334,99.0,103.0,106.0,120.0,1078.667,141.6667,162.0,120.0,124.0,110.0,96.0,2242.333,145.0,238.0,166.3333,cube,6,0,11.25
145.0,127.6667,96.0,110.0,165.0,188.0,201.0,201.0,99.33334,103.0,96.0,103.0,99.0,212.3333,188.0,145.0,99.66666,99.0,99.0,110.0,124.0,201.0,141.0,188.0,99.33334,99.0,110.0,99.33334,364.0,188.0,188.0,430.3333,cube,6,0,11.25
120.0,106.3333,97.0,96.0,229.0,184.6667,394.0,201.0,99.0,99.0,96.0,126.0,2241.0,212.6667,181.3333,145.0,2241.667,96.0,99.33334,96.0,145.0,162.0,229.0,145.0,2242.333,99.33334,110.0,99.33334,120.0,178.0,175.0,2242.333,cube,6,0,11.25
99.0,99.33334,99.0,99.33334,134.0,245.3333,392.3333,188.0,107.3333,96.0,96.0,113.3333,145.0,188.0,198.6667,124.0,124.0,110.0,103.0,99.0,2240.667,141.0,162.0,145.0,363.6667,96.0,110.0,124.0,2240.0,188.0,175.0,2237.667,cube,6,0,11.25
113.0,99.0,106.0,145.0,188.0,201.0,213.0,196.6667,127.3333,96.0,96.0,99.0,188.0,188.0,188.0,99.0,99.0,103.0,106.3333,120.0,368.0,141.0,162.0,120.0,124.0,110.0,96.0,2240.667,145.0,238.0,166.3333,2240.667,cube,6,0,11.25
127.3333,96.0,110.0,169.3333,188.0,201.0,201.0,99.0,103.0,96.0,103.0,99.0,212.6667,188.0,145.0,99.33334,99.0,99.0,110.0,124.0,201.0,141.0,188.0,99.66666,99.33334,110.0,99.0,372.0,188.0,188.0,430.0,145.0,cube,6,0,11.25
106.6667,99.0,96.0,229.0,181.0,393.6667,201.0,99.33334,99.33334,96.0,124.0,2240.0,204.0,181.3333,145.0,1629.333,96.0,99.0,96.0,145.0,162.0,232.0,145.0,1280.333,99.0,110.0,99.0,120.0,191.0,175.0,2241.333,120.0,cube,6,0,11.25
99.0,99.0,99.0,138.6667,245.3333,394.0,188.0,107.3333,96.0,96.0,113.3333,145.0,188.0,202.0,122.6667,124.0,110.0,103.0,99.0,2240.333,141.0,162.0,145.0,364.0,96.0,110.0,124.0,1472.0,196.6667,179.3333,2239.667,99.0,cube,6,0,11.25
153.6667,188.0,201.0,200.6667,120.0,124.0,96.0,99.0,99.0,229.0,188.0,145.0,99.0,99.0,99.0,110.0,120.3333,2241.333,141.0,188.0,120.0,120.0,110.0,96.0,241.0,162.0,221.0,196.3333,145.0,113.3333,98.0,110.0,cube,6,0,11.25
