0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
103.0,99.0,99.0,103.0,120.0,124.0,127.0,165.0,134.0,168.0,181.0,191.0,191.0,178.0,178.0,162.0,178.0,178.0,178.0,191.0,181.0,117.0,169.0,131.0,128.0,124.0,107.0,106.0,106.0,127.0,113.0,113.0,117.0,117.0,191.0,178.0,162.0,178.0,178.0,165.0,178.0,178.0,178.0,162.0,178.0,120.0,117.0,117.0,134.0,113.0,127.0,124.0,106.0,106.0,124.0,128.0,131.0,131.0,117.0,117.0,117.0,120.0,120.0,191.0,181.0,120.0,120.0,178.0,120.0,120.0,181.0,117.0,134.0,165.0,124.0,124.0,120.0,99.0,99.0,99.0,120.0,124.0,124.0,165.0,131.0,131.0,169.0,134.0,169.0,178.0,178.0,168.0,178.0,178.0,178.0,168.0,148.0,127.0,127.0,145.0,120.0,120.0,117.0,99.0,99.0,99.0,117.0,120.0,120.0,124.0,127.0,127.0,148.0,168.0,168.0,178.0,178.0,181.0,178.0,178.0,169.0,169.0,148.0,131.0,148.0,124.0,124.0,120.0
103.0,106.0,110.0,99.0,99.0,124.0,127.0,232.0,387.0,629.0,366.0,145.0,382.0,366.0,148.0,165.0,194.0,148.0,181.0,145.0,366.0,387.0,638.0,366.0,148.0,124.0,99.0,99.0,110.0,106.0,103.0,103.0,106.0,110.0,96.0,99.0,120.0,127.0,181.0,134.0,391.0,366.0,353.0,366.0,366.0,366.0,194.0,194.0,391.0,194.0,366.0,366.0,120.0,120.0,134.0,169.0,178.0,120.0,100.0,113.0,110.0,103.0,99.0,99.0,99.0,103.0,110.0,113.0,99.0,120.0,378.0,168.0,382.0,117.0,366.0,223.0,232.0,366.0,396.0,232.0,232.0,194.0,370.0,654.0,194.0,634.0,148.0,148.0,124.0,99.0,99.0,113.0,106.0,103.0,99.0,99.0,99.0,99.0,106.0,110.0,113.0,99.0,124.0,127.0,148.0,361.0,382.0,162.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,396.0,162.0,387.0,191.0,127.0,120.0,99.0,113.0,110.0,106.0,103.0,103.0
110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,110.0,110.0,110.0,110.0,110.0,110.0
99.0,99.0,99.0,99.0,99.0,99.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,110.0,110.0,110.0,127.0,124.0,124.0,124.0,124.0,120.0,120.0,120.0,103.0,103.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,128.0,127.0,127.0,127.0,127.0,127.0,127.0,128.0,127.0,127.0,127.0,127.0,127.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,103.0,120.0,103.0,103.0,120.0,124.0,124.0,124.0,124.0,124.0,110.0,110.0,110.0,110.0,110.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
96.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,103.0,103.0,120.0,120.0,120.0,124.0,124.0,110.0,110.0,110.0,110.0,110.0,110.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,110.0,110.0,110.0,110.0,110.0,110.0,124.0,124.0,106.0,106.0,120.0,103.0,103.0,103.0,103.0,103.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,99.0
99.0,120.0,363.0,363.0,159.0,1040.0,1040.0,162.0,175.0,162.0,120.0,141.0,499.0,2500.0,2500.0,120.0,99.0,96.0,127.0,103.0,96.0,96.0,110.0,106.0,106.0,96.0,96.0,99.0,124.0,113.0,99.0,120.0,663.0,667.0,675.0,2500.0,1048.0,1043.0,1055.0,1055.0,141.0,626.0,506.0,505.0,505.0,141.0,99.0,99.0,194.0,127.0,100.0,96.0,110.0,103.0,99.0,99.0,99.0,103.0,106.0,110.0,96.0,99.0,659.0,663.0,117.0,117.0,675.0,1083.0,168.0,1041.0,1045.0,1061.0,2500.0,2500.0,507.0,498.0,120.0,117.0,630.0,1134.0,120.0,99.0,96.0,110.0,103.0,99.0,96.0,96.0,96.0,96.0,99.0,103.0,113.0,96.0,120.0,120.0,702.0,117.0,117.0,120.0,2500.0,1046.0,138.0,138.0,138.0,138.0,138.0,138.0,500.0,120.0,120.0,117.0,1154.0,124.0,99.0,96.0,96.0,106.0,103.0,103.0,103.0,106.0,96.0,96.0,99.0,124.0,127.0,99.0
99.0,99.0,99.0,103.0,106.0,92.0,79.0,96.0,99.0,106.0,194.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,249.0,249.0,249.0,250.0,241.0,99.0,99.0,249.0,249.0,250.0,249.0,249.0,249.0,249.0,241.0,250.0,249.0,250.0,249.0,249.0,249.0,249.0,250.0,249.0,249.0,241.0,249.0,241.0,241.0,241.0,241.0,249.0,241.0,240.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,240.0,241.0,240.0,249.0,241.0,249.0,241.0,241.0,241.0,240.0,241.0,240.0,249.0,241.0,240.0,241.0,240.0,249.0,241.0,241.0,241.0,241.0,249.0,249.0,249.0,250.0,249.0,250.0,249.0,250.0,250.0,250.0,249.0,250.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,249.0,250.0,249.0,249.0,249.0,249.0,249.0
103.0,103.0,106.0,106.0,106.0,106.0,106.0,106.0,103.0,103.0,99.0,99.0,96.0,96.0,92.0,92.0,106.0,106.0,103.0,103.0,103.0,103.0,92.0,92.0,96.0,96.0,99.0,99.0,103.0,103.0,103.0,103.0,106.0,106.0,106.0,106.0,106.0,92.0,106.0,106.0,106.0,106.0,103.0,103.0,99.0,96.0,96.0,96.0,106.0,106.0,103.0,103.0,103.0,103.0,106.0,106.0,96.0,96.0,96.0,96.0,99.0,99.0,103.0,103.0,103.0,103.0,106.0,106.0,106.0,106.0,103.0,103.0,103.0,103.0,99.0,99.0,96.0,96.0,96.0,96.0,92.0,92.0,106.0,103.0,103.0,106.0,106.0,92.0,92.0,96.0,96.0,96.0,99.0,99.0,103.0,103.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,103.0,103.0,99.0,99.0,96.0,96.0,96.0,96.0,92.0,92.0,106.0,106.0,103.0,103.0,92.0,92.0,92.0,92.0,96.0,96.0,99.0,99.0,103.0,103.0
96.0,103.0,124.0,671.0,99.0,120.0,120.0,671.0,1034.0,138.0,138.0,679.0,2500.0,608.0,608.0,120.0,117.0,663.0,850.0,120.0,96.0,113.0,103.0,99.0,96.0,106.0,106.0,103.0,106.0,106.0,110.0,96.0,99.0,120.0,124.0,642.0,117.0,117.0,120.0,380.0,384.0,662.0,658.0,658.0,165.0,364.0,502.0,502.0,165.0,145.0,120.0,117.0,127.0,124.0,99.0,96.0,110.0,103.0,103.0,103.0,103.0,106.0,96.0,99.0,99.0,127.0,127.0,117.0,120.0,191.0,675.0,1142.0,1084.0,1058.0,1054.0,178.0,671.0,630.0,626.0,506.0,117.0,117.0,511.0,507.0,120.0,99.0,96.0,96.0,110.0,103.0,99.0,99.0,99.0,103.0,106.0,96.0,99.0,124.0,96.0,99.0,120.0,630.0,622.0,685.0,685.0,1045.0,1045.0,2500.0,2500.0,2500.0,2500.0,495.0,507.0,120.0,99.0,96.0,507.0,103.0,103.0,96.0,92.0,92.0,99.0,99.0,99.0,103.0,103.0,92.0
629.0,138.0,138.0,612.0,141.0,120.0,568.0,616.0,117.0,138.0,620.0,621.0,620.0,127.0,124.0,120.0,120.0,99.0,100.0,117.0,120.0,124.0,127.0,380.0,384.0,629.0,633.0,138.0,370.0,629.0,633.0,536.0,616.0,620.0,637.0,625.0,620.0,629.0,629.0,120.0,120.0,117.0,100.0,113.0,113.0,117.0,117.0,117.0,624.0,145.0,637.0,191.0,165.0,633.0,642.0,642.0,567.0,571.0,633.0,629.0,620.0,616.0,141.0,625.0,117.0,117.0,117.0,113.0,113.0,110.0,113.0,113.0,117.0,117.0,620.0,162.0,629.0,629.0,165.0,637.0,633.0,629.0,629.0,633.0,633.0,637.0,629.0,625.0,629.0,625.0,117.0,117.0,117.0,113.0,113.0,113.0,117.0,117.0,120.0,120.0,165.0,145.0,642.0,646.0,646.0,646.0,641.0,646.0,637.0,633.0,637.0,476.0,625.0,625.0,625.0,617.0,124.0,120.0,120.0,117.0,99.0,99.0,120.0,120.0,124.0,145.0,646.0,646.0
79.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0
89.0,79.0,79.0,82.0,103.0,92.0,96.0,96.0,612.0,217.0,625.0,633.0,642.0,96.0,96.0,96.0,96.0,96.0,96.0,165.0,514.0,650.0,165.0,99.0,96.0,79.0,110.0,103.0,82.0,79.0,79.0,79.0,79.0,79.0,79.0,82.0,106.0,92.0,96.0,99.0,204.0,638.0,616.0,96.0,96.0,655.0,972.0,646.0,99.0,96.0,96.0,96.0,650.0,165.0,99.0,96.0,79.0,79.0,106.0,99.0,82.0,79.0,79.0,79.0,79.0,79.0,82.0,103.0,92.0,92.0,96.0,99.0,191.0,629.0,624.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,113.0,178.0,165.0,99.0,96.0,79.0,106.0,103.0,82.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,82.0,106.0,92.0,79.0,96.0,99.0,191.0,628.0,632.0,2500.0,663.0,96.0,96.0,96.0,96.0,663.0,148.0,519.0,2500.0,178.0,96.0,79.0,92.0,106.0,82.0,79.0,79.0,79.0,89.0
89.0,89.0,79.0,79.0,82.0,103.0,106.0,96.0,96.0,608.0,204.0,159.0,612.0,96.0,96.0,1021.0,99.0,646.0,650.0,642.0,96.0,96.0,389.0,249.0,124.0,100.0,79.0,79.0,89.0,85.0,82.0,79.0,79.0,82.0,85.0,89.0,79.0,79.0,82.0,103.0,232.0,96.0,96.0,99.0,99.0,162.0,617.0,612.0,608.0,612.0,1250.0,99.0,99.0,96.0,96.0,659.0,103.0,82.0,79.0,79.0,89.0,82.0,79.0,79.0,79.0,79.0,79.0,82.0,103.0,92.0,79.0,96.0,99.0,220.0,608.0,368.0,250.0,96.0,96.0,96.0,96.0,96.0,113.0,152.0,165.0,659.0,99.0,96.0,96.0,110.0,106.0,99.0,82.0,79.0,89.0,85.0,85.0,85.0,85.0,89.0,79.0,79.0,96.0,103.0,249.0,96.0,96.0,99.0,612.0,616.0,165.0,617.0,638.0,642.0,616.0,148.0,625.0,604.0,646.0,96.0,96.0,114.0,106.0,99.0,82.0,79.0,79.0,89.0
