1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,shape
117,117,117,117,131,131,131,131,131,131,131,127,128,127,127,127,127,127,127,127,127,127,127,127,127,131,131,131,131,131,131,131,117,117,117,117,117,117,120,120,120,120,124,124,124,124,127,127,127,127,127,128,127,127,127,127,127,127,127,124,124,124,124,124,124,120,120,120,120,120,117,117,cylinder
134,138,138,138,138,138,138,138,141,141,141,127,127,131,131,131,131,117,117,117,120,120,120,124,124,127,128,127,127,131,131,131,117,117,117,117,117,117,117,117,117,117,117,131,131,131,127,127,127,127,127,124,124,120,120,117,117,117,131,131,131,127,127,141,141,141,141,138,138,138,138,138,cylinder
117,117,117,117,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,117,117,117,117,117,117,117,120,120,120,120,120,120,120,120,138,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,120,120,120,120,120,120,120,117,117,117,117,cylinder
131,131,117,117,117,117,117,117,120,120,120,120,120,124,124,124,124,124,124,127,127,127,127,127,127,127,127,127,127,124,124,124,124,124,124,124,120,120,120,120,120,120,117,117,117,117,117,117,131,131,131,131,131,131,131,131,131,131,131,131,131,145,131,127,127,131,131,131,131,131,131,131,cylinder
131,131,131,131,131,131,131,131,127,127,127,127,127,124,124,124,120,120,120,117,117,117,131,131,131,131,128,127,127,141,141,141,141,141,141,141,138,138,138,138,138,138,141,141,141,141,141,127,127,131,131,131,131,117,117,117,117,120,120,120,138,124,124,124,127,127,127,127,127,127,127,127,cylinder
131,131,131,131,131,131,145,145,145,127,127,127,127,127,127,131,131,131,131,131,131,131,131,131,131,117,117,117,117,117,117,117,120,120,120,120,124,124,124,124,124,124,127,127,127,127,127,127,127,127,127,127,127,128,128,124,124,124,124,124,120,120,120,120,117,117,117,117,117,131,131,131,cylinder
117,117,120,120,120,124,124,124,127,127,127,127,128,127,127,127,131,131,131,131,131,131,127,127,127,127,127,127,127,124,124,124,120,120,120,117,117,117,117,117,131,131,131,131,127,127,127,127,127,141,141,141,141,141,141,141,141,141,141,141,141,141,141,145,145,127,131,131,131,131,131,131,cylinder
117,117,117,117,117,131,131,131,127,127,127,124,124,120,120,117,117,131,131,131,127,141,141,141,138,138,138,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,138,138,138,141,142,127,127,131,131,117,117,117,120,124,124,127,127,131,131,117,117,117,117,117,120,120,120,120,120,120,cylinder
141,141,141,127,127,131,131,131,131,131,117,117,117,117,120,120,120,124,124,124,124,127,127,127,127,127,127,127,127,127,128,127,128,127,127,127,128,127,127,127,128,124,124,124,124,120,120,120,120,117,117,117,117,117,131,131,131,131,131,131,127,127,141,141,141,141,141,141,141,141,141,141,cylinder
117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,117,117,117,117,117,117,117,117,117,117,117,120,120,120,120,120,120,120,cylinder
131,131,131,131,131,131,131,131,131,117,117,117,117,117,117,117,120,120,120,120,120,124,124,124,124,124,128,127,127,127,128,127,127,124,127,128,127,128,127,124,124,124,124,124,124,120,120,120,120,120,121,117,117,117,117,117,117,117,131,131,131,131,131,131,131,131,131,131,131,127,127,127,cylinder
124,127,128,127,127,127,131,131,131,131,117,117,117,117,117,117,131,131,131,131,128,127,127,127,124,124,120,120,120,117,117,117,131,131,131,131,127,127,141,141,141,138,138,138,138,138,138,138,138,138,138,138,138,138,138,141,141,141,141,127,128,131,131,131,117,117,117,120,120,120,124,124,cylinder
124,124,124,124,124,124,124,124,124,138,138,120,120,120,120,120,120,120,117,117,117,117,117,117,131,131,131,131,131,131,131,131,131,131,127,127,127,127,127,127,128,127,131,131,131,131,131,131,131,131,131,117,117,117,117,117,117,120,120,120,120,124,124,124,124,127,127,127,127,127,127,128,cylinder
117,117,117,117,117,117,117,117,117,117,120,120,120,120,120,120,120,120,120,120,124,138,138,120,120,120,120,120,120,120,120,120,120,120,117,117,117,117,117,117,117,117,117,117,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,117,117,117,117,117,117,117,cylinder
127,127,127,127,131,131,131,131,131,131,131,117,117,117,117,117,120,120,120,120,120,124,124,124,124,124,124,124,124,127,127,127,127,127,127,127,124,124,124,124,124,124,120,120,120,120,120,117,117,117,117,117,117,117,117,131,131,131,131,131,131,131,131,131,131,131,131,127,131,127,131,131,cylinder
127,131,131,131,131,131,127,127,127,127,127,127,127,127,127,124,124,124,124,120,120,120,117,117,117,131,131,131,131,131,127,127,141,141,141,141,141,141,141,141,141,138,138,138,141,141,141,141,141,141,127,127,131,131,131,131,131,117,117,117,117,120,120,124,124,124,127,127,128,127,127,131,cylinder
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,117,117,117,117,117,117,117,117,120,120,120,120,120,120,120,138,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,120,120,120,120,120,120,120,120,117,117,117,117,117,117,117,117,117,117,131,cylinder
141,145,127,131,131,131,131,117,117,117,117,120,120,120,124,124,124,127,127,127,131,131,131,117,117,117,117,117,117,117,117,131,131,131,131,131,128,127,127,127,124,124,120,120,120,117,117,117,131,131,131,131,128,127,127,141,141,141,141,138,138,138,138,138,138,138,138,138,138,141,141,141,cylinder
131,131,131,131,131,131,131,131,131,131,131,131,127,127,128,127,128,127,124,124,124,120,120,120,117,117,117,131,131,131,131,127,127,141,141,141,141,141,141,138,138,138,138,138,138,138,138,138,141,141,141,141,127,127,128,131,131,131,131,117,117,117,120,120,120,124,124,128,127,127,128,131,cylinder
117,117,117,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,117,117,117,117,117,117,117,117,117,117,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,117,117,117,117,117,117,117,117,117,117,117,117,117,cylinder
127,127,127,127,127,131,131,131,131,131,131,131,117,117,117,117,117,117,120,120,120,120,124,124,124,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,141,124,124,124,124,120,120,120,120,117,117,117,117,117,131,131,131,131,131,131,131,131,131,131,127,127,131,131,127,131,127,131,cylinder
124,124,124,124,124,124,124,123,124,120,120,120,120,120,120,120,120,117,117,117,117,117,117,117,117,117,117,117,117,117,117,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,117,117,117,117,117,117,117,117,120,120,120,120,120,120,124,124,124,124,124,cylinder
131,131,131,131,127,127,145,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,128,127,127,131,131,131,131,117,117,117,117,117,120,120,120,124,124,124,124,127,127,127,127,127,127,127,127,127,127,127,127,128,127,127,127,127,127,127,127,127,124,124,124,120,120,120,120,117,cylinder
117,117,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,117,117,117,117,117,117,117,117,117,117,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,117,117,117,117,117,117,117,117,117,120,cylinder
120,117,117,117,117,117,117,131,131,131,131,131,131,127,127,127,127,128,127,127,127,127,127,127,127,127,127,127,127,127,127,131,131,131,131,131,131,131,131,131,131,131,117,117,117,117,117,117,117,120,120,120,120,120,138,124,124,124,124,124,124,124,127,127,127,127,127,127,124,124,124,124,cylinder
131,131,117,117,117,117,120,120,120,120,124,124,124,124,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,124,124,124,120,120,117,117,117,117,117,131,131,131,131,131,127,145,141,141,141,141,138,138,138,138,138,138,138,138,138,141,141,141,141,141,127,127,127,131,131,cylinder
131,131,117,117,117,120,120,124,124,127,127,127,127,131,113,113,117,117,117,117,117,117,117,117,117,117,117,113,117,113,131,127,127,127,124,124,120,120,117,117,131,131,131,131,127,141,141,141,138,138,138,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,138,138,141,141,141,127,cylinder
117,117,117,117,117,117,117,120,120,120,120,120,120,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,120,120,120,120,117,117,117,117,117,131,131,131,131,131,131,131,127,127,127,127,141,141,141,141,141,141,141,141,145,145,127,127,127,131,131,131,131,131,cylinder
117,117,117,117,117,117,117,131,131,131,131,131,131,131,131,127,127,127,127,127,127,127,127,127,127,127,127,131,131,131,131,131,131,131,131,117,117,117,117,117,117,117,117,117,117,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,cylinder
127,127,127,127,127,127,131,131,131,131,131,131,131,117,117,117,117,120,120,120,120,120,124,124,124,124,127,127,127,127,127,128,127,127,127,127,128,127,127,128,127,128,124,124,124,120,120,120,121,117,117,117,117,131,131,131,131,131,127,127,145,141,141,141,141,141,141,141,141,141,141,141,cylinder
155,159,184,159,194,184,193,194,159,134,138,159,184,184,194,159,194,172,181,194,159,194,171,181,171,155,181,194,159,194,134,155,181,155,155,181,155,155,181,155,181,155,168,134,168,181,134,159,168,134,169,155,155,155,168,155,155,152,181,155,168,168,155,134,134,134,138,172,159,184,159,155,pyramid
